stopdate,stoptime,streetnbr,streetdir,street,Min,sex,race,ethnic,Year of birth,enfaction,rpmainid
 01/18/2018,2000,1480,,CANYON BLVD,5,F,W,N,1960,Y,3171
 01/18/2018,2320,,,VALMONT RD/FOOTHILLS PKWY,5,M,W,N,1988,N,3172
 01/18/2018,2350,,,30TH ST/ARAPAHOE AVE,5,M,W,N,1965,N,3173
 01/19/2018,30,,,ARAPAHOE AVE/CANYON BLVD,15,M,W,N,1959,N,3174
 01/13/2018,2235,2398,,CANYON BLVD/FOLSOM ST,10,M,W,N,1989,Y,3175
 01/19/2018,149,1849,,11TH ST/CANYON | WALNUT ALLEY,5,M,W,N,1996,Y,3176
 01/19/2018,149,1849,,11TH ST/CANYON | WALNUT ALLEY,5,M,W,N,1996,Y,3177
 01/11/2018,2300,2299,,30TH ST/PEARL ST,5,F,W,N,1998,Y,3178
 01/12/2018,10,699,,30TH ST/BASELINE RD,5,F,W,N,1993,N,3179
 01/12/2018,30,1199,,UNIVERSITY AVE/BROADWAY,5,F,W,N,1992,Y,3180
 01/18/2018,50,2300,,CANYON BLVD,5,M,W,N,1999,Y,3181
 01/18/2018,200,3679,,BROADWAY/LINDEN AVE,5,M,B,N,1993,Y,3182
 01/18/2018,125,1699,,28TH ST/CANYON BLVD,10,M,W,N,1998,N,3183
 01/18/2018,220,1050,,16TH ST/BROADWAY,5,F,W,N,1996,Y,3184
 01/18/2018,225,,,ARAPAHOE AVE/CANYON BLVD,5,M,W,N,1993,N,3185
 01/18/2018,2327,,,HWY 36 WB ON RP @ T MESA/TABLE MESA DR,5,M,B,N,1995,N,3186
 01/19/2018,219,1899,,15TH ST/WALNUT ST,10,M,W,N,1989,N,3187
 01/18/2018,2341,1207,,BROADWAY/PENNSYLVANIA AVE,9,F,W,N,1999,Y,3188
 01/18/2018,2255,1199,,30TH ST/COLORADO AVE,5,M,W,N,1988,Y,3189
 01/19/2018,1230,4141,,ARAPAHOE AVE,10,F,W,N,1990,N,3190
 01/19/2018,1510,399,,BASELINE RD/,10,,,,0,,3191
 01/14/2018,258,,,55TH ST/ARAPAHOE AVE,5,M,W,N,1967,N,3192
 01/19/2018,1835,,,30TH ST/PEARL PKWY,10,M,W,N,1976,N,3193
 01/19/2018,1630,20,,CANYON BLVD,10,M,W,N,1986,N,3194
 01/19/2018,1729,1480,,CANYON BLVD,20,M,W,N,1986,N,3195
 01/19/2018,2120,15TH,,CANYON,5,M,W,N,1990,N,3196
 01/19/2018,2259,,,,10,M,W,H,2000,N,3197
 01/20/2018,10,1899,,BROADWAY/WALNUT ST,10,F,B,N,1996,N,3198
 01/20/2018,150,975,,28TH FRONTAGE RD/E EUCLID AVE,10,M,W,N,1995,Y,3199
 01/20/2018,150,975,,28TH FRONTAGE RD/E EUCLID AVE,10,M,W,N,1998,Y,3200
 01/20/2018,220,1575,,30TH ST,15,F,W,N,1997,N,3201
 01/20/2018,220,1575,,30TH ST,15,F,W,N,1996,N,3202
 01/14/2018,815,1090,,11TH ST,20,M,W,N,1991,N,3203
 01/20/2018,1125,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,15,M,W,N,1995,Y,3204
 01/20/2018,1145,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,15,M,A,N,1988,Y,3205
 01/20/2018,1210,4800,,BASELINE RD,15,M,W,H,1996,Y,3206
 01/18/2018,1545,30,,ARAPAHOE,10,M,W,N,1996,Y,3207
 01/20/2018,1545,4985,,MOORHEAD AVE,5,M,W,H,1952,Y,3208
 01/20/2018,156,4900,,PEARL EAST CIR,15,M,W,N,1972,N,3209
 01/20/2018,1736,598,,BROADWAY/BASELINE RD,5,M,W,N,2001,N,3210
 01/20/2018,1923,1899,,ELDER AVE/19TH ST,5,M,W,N,1958,Y,3211
 01/20/2018,1940,,,BROADWAY/TABLE MESA,5,M,W,N,1986,N,3212
 01/20/2018,2102,,,14TH ST/CANYON BLVD,15,M,W,N,1951,N,3213
 01/20/2018,2315,,,FOOTHILLS PKWY/VALMONT RD,15,M,W,N,1995,N,3214
 01/21/2018,8,165,,CHEROKEE WAY,15,M,W,N,1989,Y,3215
 01/21/2018,151,1100,,WALNUT ST,15,M,W,N,1962,N,3216
 01/20/2018,218,4520,,BROADWAY,10,M,B,N,1966,N,3217
 01/20/2018,218,4520,,BROADWAY,10,M,W,N,1978,N,3218
 01/20/2018,235,800,,CHERRY AVE,12,M,W,N,1986,N,3219
 01/20/2018,235,800,,CHERRY AVE,12,F,W,N,1961,N,3220
 01/20/2018,322,3000,,IRIS AVE,5,F,W,N,1988,N,3221
 01/21/2018,27,3500,,DIAGONAL HWY,7,M,W,N,1958,Y,3222
 01/09/2018,820,900,,ARAPAHOE AVE,20,F,W,N,1959,N,3223
 01/09/2018,1040,1300,,SPRUCE ST,15,F,W,N,1958,N,3224
 01/21/2018,1807,5099,,5TH ST/LARAMIE BLVD,4,M,W,N,1991,Y,3225
 01/21/2018,2257,3099,,PEARL PKWY/JUNCTION PL,5,M,W,N,1980,Y,3226
 01/22/2018,1430,2905,,PEARL ST,10,M,W,,1958,N,3227
 01/22/2018,1430,2905,,PEARL ST,10,M,W,N,1951,N,3228
 01/22/2018,1448,2000,,30TH ST,10,F,W,N,1970,Y,3229
 01/22/2018,1510,3600,,MOORHEAD AVE,1,F,W,N,1997,Y,3230
 01/22/2018,1123,1212,,CANYON BLVD,20,M,W,N,1992,N,3231
 01/22/2018,1123,1212,,CANYON BLVD,20,M,W,N,1971,N,3232
 01/22/2018,1123,1212,,CANYON BLVD,20,M,W,N,1990,N,3233
 01/22/2018,1123,1212,,CANYON BLVD,20,M,W,N,1985,N,3234
 01/22/2018,1123,1212,,CANYON,20,F,W,N,1979,N,3235
 01/22/2018,1621,949,,18TH ST/BROADWAY,7,F,W,N,1990,N,3236
 01/22/2018,2135,1349,,10TH ST/PLEASANT | UNIVERSITY ALLEY,5,M,W,N,1992,N,3237
 01/21/2018,2215,2600,,PEARL ST,10,M,W,N,1982,N,3238
 01/23/2018,30,2200,,BROADWAY,10,M,W,N,1981,Y,3239
 01/23/2018,101,2700,,BASELINE RD,20,M,W,N,1976,N,3241
 01/07/2018,1810,1300,,CANYON BLVD,15,M,W,N,1985,N,3244
 01/23/2018,735,5360,,ARAPAHOE AVE,10,M,W,N,1984,N,3245
 01/23/2018,723,5099,,VALMONT RD/AIRPORT RD,10,M,W,N,1990,N,3246
 01/23/2018,1025,47TH,,,8,F,W,N,1952,Y,3247
 01/23/2018,1039,3737,,ARAPAHOE AVE,8,F,W,N,1956,Y,3248
 01/23/2018,1058,4500,,VALMONT RD,8,M,W,N,1972,Y,3249
 01/23/2018,1120,4747,,ARAPAHOE AVE,8,F,W,N,1982,N,3250
 01/23/2018,1140,3700,,DIAGONAL HWY,8,M,W,N,1966,N,3251
 01/23/2018,1145,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1951,N,3252
 01/23/2018,1213,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1980,N,3253
 01/23/2018,1229,698,,FOOTHILLS PKWY/BASELINE RD,10,F,W,N,1994,N,3254
 01/23/2018,1245,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1993,N,3255
 01/23/2018,816,1700,,BROADWAY,10,F,W,N,1981,Y,3256
 01/23/2018,937,1236,,CANYON BLVD,20,M,W,N,1981,Y,3257
 01/23/2018,1455,1000,,FOOTHILLS PKWY,8,M,W,N,1944,Y,3258
 01/23/2018,1030,38000,,US HIGHWAY 36,7,F,B,N,1986,N,3259
 01/23/2018,1055,38000,,US HIGHWAY 36,6,F,W,N,1990,N,3260
 01/23/2018,1130,38000,,US HIGHWAY 36,7,M,W,H,1990,N,3261
 01/23/2018,1215,38000,,US HIGHWAY 36,6,F,A,N,1997,N,3262
 01/23/2018,1235,38000,,US HIGHWAY 36,8,F,W,N,1992,N,3263
 01/23/2018,1300,38000,,US HIGHWAY 36,3,M,W,N,1973,N,3264
 01/23/2018,1620,800,,FOOTHILLS PKWY,8,M,W,N,1985,N,3265
 01/23/2018,1625,16TH,,CANYON,15,M,W,N,1995,Y,3266
 01/23/2018,1900,14TH,,COLLEGE,10,M,W,N,1997,Y,3267
 01/23/2018,1939,1480,,CANYON BLVD,10,M,W,N,1993,Y,3268
 01/23/2018,2010,1805,,33RD ST,10,M,W,N,1990,Y,3269
 01/24/2018,839,3600,,TABLE MESA DR,10,F,W,N,1984,Y,3270
 01/24/2018,1304,1598,,FOOTHILLS PKWY/ARAPAHOE AVE,15,M,W,N,1974,N,3271
 01/24/2018,945,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,10,M,W,N,2000,N,3272
 01/24/2018,1425,,,FOOTHILLS PKWY/VALMONT RD,10,M,W,N,1955,N,3273
 01/24/2018,1017,1299,,28TH FRONTAGE RD/PENNSYLVANIA AVE,10,M,W,N,1992,N,3274
 01/24/2018,1635,1500,,FOOTHILLS PKWY,15,M,W,H,1977,N,3275
 01/24/2018,1705,1500,,FOOTHILLS PKWY,15,M,W,N,1961,N,3276
 01/24/2018,1830,1700,,FOOTHILLS PKWY,15,M,W,N,1979,N,3277
 01/24/2018,1912,1420,,CANYON BLVD,20,M,B,N,1981,N,3278
 01/18/2018,2207,5200,,S. BOULDER RD,5,M,W,N,1979,N,3279
 01/19/2018,435,,,FOOTHILLS PKWY/ARAPAHOE AVE,5,M,A,N,1970,N,3280
 01/24/2018,2347,1599,,BROADWAY/MARINE ST,20,F,W,N,1991,N,3281
 01/24/2018,2325,2719,,BASELINE RD/HWY 36 EB ON RP @ BASELINE WB,10,F,W,N,1991,N,3282
 01/25/2018,30,1300,,CANYON BLVD,10,F,W,N,1993,Y,3283
 01/25/2018,155,,,DIAGONAL HWY/JAY RD,5,M,W,N,1976,N,3284
 01/24/2018,1354,,,38TH ST/ARAPAHOE AVE,25,F,W,N,1973,Y,3285
 01/20/2018,1350,,,FOOTHILLS NB OFF RP @ PEARL/PEARL PKWY,460,F,W,N,1988,Y,3286
 01/25/2018,1015,899,,DEWEY AVE,15,M,W,N,1973,Y,3287
 01/25/2018,1030,899,,DEWEY AVE,15,F,W,N,1955,N,3288
 01/25/2018,1040,899,,DEWEY AVE,15,F,A,N,1991,N,3289
 01/24/2018,1443,,,FOOTHILLS PKWY/FOOTHILLS NB ON RP @ PEARL,10,,,,0,,3290
 01/25/2018,1000,,,HWY US36 MM37,10,F,W,N,1994,,3291
 01/25/2018,919,,,US HWY MM37,10,F,W,N,1992,Y,3292
 01/25/2018,935,,,US HWY 36 M38,10,,,,0,,3293
 01/25/2018,1000,698,,FOOTHILLS PKWY/BASELINE RD,10,M,A,N,1977,N,3294
 01/25/2018,2122,,,35TH ST/BASELINE RD,10,F,W,N,1991,Y,3295
 01/25/2018,2150,1199,,10TH ST/PENNSYLVANIA AVE,20,M,W,N,1944,Y,3296
 01/20/2018,1830,1539,,9TH ST/UNIVERSITY | MARINE ALLEY,5,M,W,N,1982,N,3297
 01/25/2018,2043,,,BROADWAY/BASELINE RD,5,M,W,N,2001,Y,3298
 01/25/2018,2333,,,,10,M,W,N,1985,N,3299
 01/25/2018,1620,100,,BROADWAY,5,F,B,N,1980,Y,3300
 01/25/2018,1640,1300,,CANYON,20,F,W,N,1984,Y,3301
 01/26/2018,5,1400,,SPRUCE AVE,10,F,W,N,1984,N,3302
 01/11/2018,2230,BROADWAY,,PINE,5,M,W,,1958,N,3303
 01/25/2018,2230,28,,COLORADO,3,M,B,N,1983,N,3304
 01/24/2018,2333,1400,,WALNUT ST,10,M,W,N,1980,N,3305
 01/26/2018,104,,,HWY 36 EB OFF RP @ T MESA/US HIGHWAY 36,5,M,B,N,1988,N,3306
 01/26/2018,116,2199,,14TH ST/PINE ST,10,,,,0,,3307
 01/03/2018,1145,2800,,WALNUT ST,1,M,W,N,1960,N,3308
 01/26/2018,212,1100,,WALNUT ST,10,M,W,N,1944,Y,3309
 01/24/2018,2338,1001,,ARAPAHOE AVE,25,M,W,N,1988,Y,3310
 01/24/2018,2338,1001,,ARAPAHOE AVE,20,M,W,N,1970,N,3311
 01/24/2018,2138,1001,,ARAPAHOE AVE,20,M,U,N,1980,N,3312
 01/25/2018,2030,1300,,PEARL ST,30,M,W,,1992,N,3313
 01/26/2018,10,4999,,JAY RD/DIAGONAL HWY,10,F,W,N,1988,N,3314
 01/26/2018,35,,,INDEPENDENCE RD/DIAGONAL HWY,10,F,A,N,1969,Y,3315
 01/18/2018,820,6300,,JAY RD,0,F,W,N,1971,Y,3316
 01/25/2018,2245,1199,,PEARL ST/BROADWAY,5,M,W,N,1989,N,3317
 01/25/2018,2335,3399,,28TH ST/IRIS AVE,15,F,A,N,1982,N,3318
 01/26/2018,100,800,,CHERRY AVE,5,M,W,N,1971,N,3319
 01/26/2018,115,4499,,BROADWAY/ROSEWOOD AVE,10,M,B,N,1982,N,3320
 01/26/2018,215,1999,,FOLSOM ST/PEARL ST,20,M,W,N,1993,Y,3321
 01/26/2018,420,900,,ARAPAHOE AVE,5,M,W,N,1985,N,3322
 01/25/2018,2335,4698,,BASELINE RD/MOHAWK DR,5,M,W,N,1996,N,3323
 01/26/2018,220,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,5,F,W,N,1970,N,3324
 01/26/2018,1159,698,,FOOTHILLS PKWY/BASELINE RD,10,F,W,H,1991,N,3325
 01/26/2018,1300,3599,,47TH ST/DIAGONAL HWY,10,M,W,N,1987,N,3326
 01/26/2018,1315,,,DIAGONAL HWY/47TH ST,10,F,W,N,1966,Y,3327
 01/26/2018,1338,,,DIAGONAL HWY/47TH ST,10,F,W,N,2001,Y,3328
 01/26/2018,1710,2200,,MAPLETON AVE,5,F,W,H,1975,Y,3329
 01/26/2018,1445,4141,,ARAPAHOE AVE,10,M,W,N,1980,Y,3330
 01/25/2018,2330,1480,,CANYON BLVD,10,M,W,N,1981,N,3331
 01/25/2018,2330,1480,,CANYON BLVD,10,M,W,N,1994,N,3332
 01/26/2018,1800,3399,,19TH ST/IRIS AVE,5,F,W,N,1975,Y,3333
 01/26/2018,200,2799,,BROADWAY/BALSAM AVE,15,M,W,N,1997,Y,3334
 01/25/2018,2345,1898,,28TH ST/WALNUT ST,25,M,W,H,1997,N,3335
 01/25/2018,2000,2299,,BROADWAY/MAPLETON AVE,5,F,W,N,1997,Y,3336
 01/26/2018,1840,2499,,MAPLETON AVE/FOLSOM ST,5,F,W,N,1973,Y,3337
 01/26/2018,1845,1499,,ARAPAHOE AVE/15TH ST,10,M,W,N,1996,N,3338
 01/26/2018,1845,1700,,15TH ST/ARAPAHOE AVE,10,M,W,N,1997,N,3339
 01/26/2018,1845,1700,,15TH ST/ARAPAHOE AVE,10,M,W,N,1998,N,3340
 01/26/2018,1925,,,17TH ST/CANYON BLVD,5,M,W,N,1997,N,3341
 01/26/2018,1950,2899,,FOLSOM ST/VALMONT RD,10,M,W,N,1993,N,3342
 01/26/2018,2105,999,,BROADWAY/17TH ST,5,F,W,N,1976,Y,3343
 01/26/2018,1836,2049,,10TH ST/PEARL | SPRUCE ALLEY,10,M,W,N,1969,N,3344
 01/26/2018,2228,1699,,28TH ST/CANYON BLVD,5,M,W,N,1949,Y,3345
 01/26/2018,2238,1198,,28TH ST/COLORADO AVE,5,F,W,N,1976,N,3346
 01/26/2018,2315,1999,,14TH ST/PEARL ST,5,M,W,H,1977,N,3347
 01/26/2018,1905,1900,,19TH ST,12,F,W,N,1948,Y,3348
 01/25/2018,2210,1805,,33RD STREET,10,M,A,,1979,N,3349
 01/26/2018,2340,1999,,BROADWAY/PEARL ST,5,M,W,N,1980,N,3350
 01/26/2018,1628,4800,,BASELINE RD,5,M,W,H,1981,N,3351
 01/27/2018,18,4599,,14TH ST/YARMOUTH AVE,10,M,W,N,1986,Y,3352
 01/26/2018,2110,16TH,,BROADWAY,5,M,W,N,1999,Y,3353
 01/26/2018,2330,1480,,CANYON BLVD,20,M,W,N,1977,Y,3354
 01/26/2018,2350,1480,,CANYON BLVD,5,M,W,H,1989,N,3355
 01/27/2018,30,1600,,BROADWAY,25,M,W,N,1999,Y,3356
 01/27/2018,5,,,PATTON DR/ARAPAHOE AVE,30,M,W,N,1988,Y,3357
 01/27/2018,55,2199,,19TH ST/PINE ST,10,M,W,N,1994,N,3358
 01/26/2018,2354,,,26TH ST/CANYON BLVD,15,M,W,N,1991,Y,3359
 01/27/2018,3,,,FOOTHILLS PKWY/ARAPAHOE AVE,5,M,A,N,1974,N,3360
 01/26/2018,2331,3998,,BASELINE RD/MEADOWBROOK DR,10,F,B,N,1996,Y,3361
 01/27/2018,920,699,,20TH ST/BASELINE RD,10,F,W,N,1993,Y,3362
 01/27/2018,940,699,,22ND ST/BASELINE RD,15,,,N,1993,,3363
 01/27/2018,755,1719,,BROADWAY,100,M,W,N,1967,Y,3364
 01/27/2018,755,1719,,BROADWAY,10,M,W,H,1990,N,3365
 01/27/2018,820,,,,15,F,W,N,1976,Y,3366
 01/27/2018,940,,,,10,M,W,N,1995,Y,3367
 01/27/2018,1155,500,,FOOTHILLS PKWY,15,M,W,N,1954,N,3368
 01/27/2018,1240,3000,,FOOTHILLS PKWY,15,F,W,N,1995,Y,3369
 01/27/2018,1300,1500,,MACARTHUR DR,15,M,W,N,1980,Y,3370
 01/27/2018,1550,2199,,FOOTHILLS PKWY/FOOTHILLS SB ON RP @ PEARL,10,M,W,N,1983,Y,3371
 01/27/2018,1430,3000,,FOOTHILLS PKWY,15,F,W,N,1954,N,3372
 01/27/2018,1815,2398,,30TH ST/MAPLETON AVE,10,F,W,N,1994,Y,3373
 01/27/2018,1725,1300,,FOOTHILLS PKWY,15,F,W,N,1995,Y,3374
 01/27/2018,1750,1300,,S FOOTHILLS PKWY,15,F,A,N,1984,N,3375
 01/27/2018,1815,3000,,FOOTHILLS PKWY,15,M,W,N,1992,Y,3376
 01/26/2018,2330,291,,ARAPAHOE AVE,15,M,W,N,1985,N,3377
 01/27/2018,30,1599,,FOLSOM ST/ARAPAHOE AVE,10,F,W,N,1988,Y,3378
 01/27/2018,1945,2699,,BROADWAY/ALPINE AVE,10,M,W,N,1987,N,3379
 01/27/2018,2000,1700,,13TH ST/ARAPAHOE AVE,10,M,W,N,1995,N,3380
 01/27/2018,2040,1099,,13TH ST/COLLEGE AVE,5,M,W,H,1974,N,3381
 01/27/2018,2050,,,30TH ST/BASELINE RD,5,M,A,N,1999,N,3382
 01/27/2018,2115,1951,,BROADWAY/LAWRY LN,5,M,W,N,1976,N,3383
 01/27/2018,2125,2499,,MAPLETON AVE/FOLSOM ST,5,M,W,N,1994,Y,3384
 01/27/2018,2137,3098,,PEARL PKWY/31ST ST,5,M,W,N,1939,N,3385
 01/27/2018,2135,1099,,13TH ST/COLLEGE AVE,5,M,W,H,1986,N,3386
 01/27/2018,2007,1821,,30TH ST,7,M,W,N,1998,N,3387
 01/27/2018,2255,1899,,11TH ST/WALNUT ST,10,F,W,N,1988,Y,3388
 01/27/2018,1632,499,,MANHATTAN DR/TENINO AVE,5,M,W,N,1955,Y,3389
 01/27/2018,1935,699,,MANHATTAN DR/BASELINE RD,5,F,W,,1962,Y,3390
 01/27/2018,2020,1898,,28TH ST/WALNUT ST,10,M,W,N,1963,Y,3391
 01/27/2018,2325,,,BROADWAY/CANYON BLVD,5,M,W,N,1995,Y,3392
 01/28/2018,35,,,17TH ST/CANYON BLVD,5,F,B,N,1993,Y,3393
 01/28/2018,40,1400,,18TH ST/MARINE ST,5,M,W,N,1973,Y,3394
 01/28/2018,222,1999,,17TH ST/PEARL ST,5,M,W,N,1993,Y,3395
 01/28/2018,230,2799,,BROADWAY/BALSAM AVE,15,M,W,N,1996,N,3396
 01/25/2018,2108,1399,,BROADWAY/UNIVERSITY AVE,5,M,W,N,1999,N,3397
 01/25/2018,2315,,,9TH ST/CANYON BLVD,10,M,W,N,1989,N,3398
 01/25/2018,2332,1099,,9TH ST/COLLEGE AVE,5,M,W,N,1986,N,3399
 01/27/2018,1900,1100,,CANYON BLVD,10,F,W,N,1980,N,3400
 01/27/2018,2205,,,27TH WAY/BASELINE RD,15,M,W,N,1992,Y,3401
 01/16/2018,1144,2000,,BROADWAY,20,F,W,N,1978,N,3402
 01/28/2018,1710,3000,,ARAPAHOE AVE,5,M,W,N,1983,N,3403
 01/24/2018,2041,3000,,AIRPORT RD/VALMONT RD,5,F,B,N,1973,N,3404
 01/28/2018,2330,3000,,COLORADO AVE,10,M,W,N,1953,Y,3405
 01/29/2018,600,2700,,PEARL ST,5,M,W,N,1992,Y,3406
 01/29/2018,721,2900,,CANYON BLVD,8,,,,0,,3407
 01/29/2018,1545,,,33RD ST/ARAPAHOE AVE,5,M,W,N,1965,N,3408
 01/29/2018,1530,,,DIAGONAL HWY/47TH ST,10,M,W,N,1974,N,3409
 01/29/2018,1523,,,DIAGONAL HWY/INDEPENDENCE RD,10,F,W,N,1972,N,3410
 01/29/2018,1510,2399,,30TH ST/MAPLETON AVE,10,F,W,N,1963,Y,3411
 01/29/2018,1604,2999,,28TH ST/VALMONT RD,15,M,W,N,1981,Y,3412
 01/29/2018,1755,1905,,29TH ST/WALNUT ST,10,M,W,N,1990,N,3413
 01/29/2018,2115,2999,,30TH ST/VALMONT RD,5,M,W,H,1963,Y,3414
 01/29/2018,2220,,,SOUTH BOULDER RD/S CHERRYVALE RD,10,F,W,N,1962,N,3415
 01/29/2018,2214,5100,,TABLE MESA DR,30,M,W,N,1980,N,3416
 01/29/2018,2238,3100,,30TH ST,5,M,W,N,1966,Y,3417
 01/29/2018,2255,3200,,30TH ST,2,M,W,N,1954,Y,3418
 01/29/2018,1000,4700,,ARAPAHOE AVE,10,M,W,H,1971,N,3419
 01/30/2018,717,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1947,Y,3420
 01/30/2018,1227,4199,,VALMONT RD/CENTER GREEN DR,10,F,W,N,1975,N,3421
 01/30/2018,1257,4745,,VALMONT RD/47TH ST,10,F,W,N,1991,Y,3422
 01/30/2018,1315,4745,,VALMONT RD/47TH ST,10,F,W,N,1986,N,3423
 01/30/2018,1240,200 BLK,,FOOTHILLS PKY,15,M,A,N,1981,Y,3424
 01/30/2018,1635,29TH,,ARAPAHOE AVE,20,M,W,N,1985,N,3425
 01/30/2018,1635,29TH,,ARAPAHOE AVE,20,,,,0,,3426
 01/30/2018,2237,,,28TH ST/ARAPAHOE AVE,10,M,W,N,1993,Y,3427
 01/30/2018,2326,1198,,28TH ST/COLORADO AVE,10,F,W,N,1999,Y,3428
 01/30/2018,1930,PEARL,,FOOTHILLS HYWAY,10,F,W,N,2000,N,3429
 01/30/2018,2120,1805,,33RD ST,10,M,W,N,1993,Y,3430
 01/30/2018,1645,3600,,TABLE MESA DR,15,M,W,N,1984,Y,3431
 01/30/2018,1705,,,GILLASPIE DR/TABLE MESA DR,5,F,W,N,1984,Y,3432
 01/29/2018,1150,4900,,BASELINE RD,10,F,W,N,1952,N,3433
 01/31/2018,610,900,,WALNUT ST,10,M,W,N,1990,N,3434
 01/31/2018,630,1401,,WALNUT ST,10,M,A,N,1985,Y,3435
 01/31/2018,1158,200 BLK,,FOOTHILLS PKY,15,F,W,N,1993,N,3436
 01/31/2018,1225,200 BLK,,FOOTHILLS PKY,15,F,W,N,1967,N,3437
 01/31/2018,855,,,FOOTHILLS PKWY/ARAPAHOE AVE,0,F,W,N,1996,N,3438
 01/31/2018,1021,,,DIAGONAL HWY/47TH ST,10,M,W,N,1987,N,3439
 01/31/2018,1033,,,DIAGONAL HWY/47TH ST,10,M,B,N,1956,Y,3440
 01/31/2018,1044,,,DIAGONAL HWY/47TH ST,10,F,W,N,1994,N,3441
 01/31/2018,1058,,,DIAGONAL HWY/47TH ST,10,F,W,N,1968,Y,3442
 01/31/2018,1110,,,DIAGONAL HWY/INDEPENDENCE RD,10,M,W,H,1999,Y,3443
 01/31/2018,1122,,,DIAGONAL HWY/47TH ST,10,F,W,N,1957,N,3444
 01/27/2018,1636,5500,,S BOULDER ROAD,20,M,W,N,1964,N,3445
 01/31/2018,1657,1964,,28TH STREET,20,M,W,N,1998,Y,3447
 01/31/2018,2159,2800,,ARAPAHOE AVE,5,F,A,N,1996,Y,3448
 01/28/2018,33,2099,,20TH ST/SPRUCE ST,20,M,W,N,1993,Y,3449
 01/27/2018,2120,1699,,28TH ST/CANYON BLVD,20,F,W,N,1969,Y,3450
 01/28/2018,106,1799,,BROADWAY/CANYON BLVD,20,M,W,H,1996,Y,3451
 02/01/2018,100,101,,ARAPAHOE AVE,10,M,W,N,0,N,3452
 01/11/2018,2300,1500,,PEARL ST,4,F,W,N,1985,Y,3454
 01/12/2018,45,1700,,BROADWAY,4,M,B,N,1950,N,3455
 01/12/2018,100,1300,,EUCLID AVE,4,M,W,N,1985,,3456
 01/31/2018,1940,2099,,15TH ST/SPRUCE ST,5,M,W,N,1978,Y,3457
 01/31/2018,2040,2099,,BROADWAY/SPRUCE ST,1,M,W,N,0,,3458
 01/31/2018,1900,28TH,,WALNUT,10,F,W,N,1960,Y,3459
 01/31/2018,2120,1200,,BROADWAY,8,M,W,N,1991,N,3460
 01/31/2018,2025,599,,BROADWAY/BASELINE RD,15,M,W,N,1967,Y,3461
 01/31/2018,2234,699,,55TH ST/BASELINE RD,5,M,B,N,1987,N,3462
 02/01/2018,410,2799,,63RD ST/STAZIO DR,5,M,W,N,1987,N,3463
 02/01/2018,1330,789,,30TH ST/CANYON CREEK RD,6,M,W,N,1978,N,3464
 02/01/2018,1322,789,,30TH ST/CANYON CREEK RD,10,M,W,N,1996,Y,3465
 02/01/2018,1945,2299,,BROADWAY/MAPLETON AVE,10,M,W,N,1968,N,3466
 02/01/2018,2200,1799,,BROADWAY/CANYON BLVD,5,M,W,N,1998,Y,3467
 02/01/2018,2215,,,23RD ST/CANYON BLVD,5,F,W,N,1995,Y,3468
 02/01/2018,1945,,,26TH ST/CANYON BLVD,10,M,W,N,1996,N,3469
 02/01/2018,2015,1480,,CANYON BLVD,10,F,W,N,1961,N,3470
 02/01/2018,2140,500,,CANYON BLVD,9,M,W,N,1953,N,3471
 02/01/2018,2300,1599,,11TH ST/MARINE ST,5,F,A,N,1999,Y,3472
 02/01/2018,2309,2199,,BROADWAY/PINE ST,5,M,W,N,1990,N,3473
 01/26/2018,1715,2998,,TABLE MESA DR/ITHACA DR,15,M,W,N,1951,Y,3474
 01/31/2018,1705,3399,,TABLE MESA DR/GILLASPIE DR,5,M,W,,1984,Y,3475
 01/31/2018,1630,3600,,TABLE MESA DR,15,M,W,,1984,Y,3476
 01/31/2018,1800,2699,,TABLE MESA DR/TABLE MESA CT,10,M,W,,1954,N,3477
 02/01/2018,2020,2900,,CANYON BLVD,10,M,W,N,1994,Y,3478
 02/01/2018,2255,1799,,BROADWAY/CANYON BLVD,5,F,W,N,1997,Y,3479
 02/01/2018,2300,14TH,,CANYON,10,M,W,N,1970,N,3480
 02/01/2018,2340,1207,,BROADWAY/PENNSYLVANIA AVE,5,F,W,H,1963,N,3481
 02/01/2018,2309,599,,BROADWAY/BASELINE RD,5,F,W,N,1969,N,3482
 02/02/2018,37,1999,,BROADWAY/PEARL ST,10,M,W,N,1969,Y,3483
 02/01/2018,2238,3679,,BROADWAY/LINDEN AVE,5,M,W,N,1985,Y,3484
 02/01/2018,2249,3099,,BROADWAY/EVERGREEN AVE,15,M,W,N,1983,Y,3485
 02/02/2018,220,1198,,28TH ST/COLORADO AVE,5,F,W,N,1978,Y,3486
 02/02/2018,155,1899,,11TH ST/WALNUT ST,10,F,W,N,1993,Y,3487
 02/01/2018,2359,2099,,13TH ST/SPRUCE ST,9,M,W,N,1944,N,3488
 02/01/2018,2220,3599,,47TH ST/DIAGONAL HWY,5,F,W,N,1994,Y,3489
